id,composition,log_conductivity,family,space_group_num,a,b,c,alpha,beta,gamma,has_cif,source,split,doi
6jf,Li6PS5Br,-2.939302159646388,argyrodites,216.0,10.02,10.02,10.02,90.0,90.0,90.0,True,obelix,train,10.1021/jacs.7b06327
ymc,Li6PS5Br0.5I0.5,-4.581698708680254,argyrodites,216.0,10.109,10.109,10.109,90.0,90.0,90.0,True,obelix,train,10.1021/jacs.7b06327
ywe,Li6PS5I,-5.886056647693163,argyrodites,216.0,10.181,10.181,10.181,90.0,90.0,90.0,True,obelix,train,10.1021/jacs.7b06327
kgl,Li6PS5Cl0.75Br0.25,-2.6458915608525992,argyrodites,216.0,9.8911,9.8911,9.8911,90.0,90.0,90.0,True,obelix,train,10.1021/jacs.7b06327
vqj,Li6PS5Br0.75I0.25,-3.9507819773298185,argyrodites,216.0,10.0336,10.0336,10.0336,90.0,90.0,90.0,True,obelix,train,10.1021/jacs.7b06327
h82,Li6PS5Br0.25I0.75,-5.3260580013659125,argyrodites,216.0,10.1108,10.1108,10.1108,90.0,90.0,90.0,True,obelix,train,10.1021/jacs.7b06327
9zr,Li6PS5Br,-3.154281982033341,argyrodites,216.0,9.9773,9.9773,9.9773,90.0,90.0,90.0,True,obelix,train,10.1039/c7ta08581h
a8v,Li6.025P0.975Si0.025S5Br,-3.056505484093897,argyrodites,216.0,9.9819,9.9819,9.9819,90.0,90.0,90.0,True,obelix,train,10.1039/c7ta08581h
09w,Li6.05P0.95Si0.05S5Br,-3.359518563029578,argyrodites,216.0,9.9871,9.9871,9.9871,90.0,90.0,90.0,True,obelix,train,10.1039/c7ta08581h
x2v,Li6.075P0.925Si0.075S5Br,-3.0589857562944305,argyrodites,216.0,9.9938,9.9938,9.9938,90.0,90.0,90.0,True,obelix,train,10.1039/c7ta08581h
bnh,Li6.1P0.95Si0.1S5Br,-3.097453220686009,argyrodites,216.0,10.0024,10.0024,10.0024,90.0,90.0,90.0,True,obelix,train,10.1039/c7ta08581h
x9d,Li6.125P0.875Si0.125S5Br,-3.0447934624580584,argyrodites,216.0,10.0098,10.0098,10.0098,90.0,90.0,90.0,True,obelix,train,10.1039/c7ta08581h
ish,Li6.175P0.825Si0.175S5Br,-3.0310503190186573,argyrodites,216.0,10.0193,10.0193,10.0193,90.0,90.0,90.0,True,obelix,train,10.1039/c7ta08581h
iiy,Li6.2P0.8Si0.2S5Br,-2.7721132953863266,argyrodites,216.0,10.024,10.024,10.024,90.0,90.0,90.0,True,obelix,train,10.1039/c7ta08581h
3zo,Li6.225P0.775Si0.225S5Br,-2.96657624451305,argyrodites,216.0,10.0315,10.0315,10.0315,90.0,90.0,90.0,True,obelix,train,10.1039/c7ta08581h
vj7,Li6.25P0.75Si0.25S5Br,-2.85078088734462,argyrodites,216.0,10.0365,10.0365,10.0365,90.0,90.0,90.0,True,obelix,train,10.1039/c7ta08581h
wsd,Li6.3P0.7Si0.3S5Br,-2.7825160557860937,argyrodites,216.0,10.0521,10.0521,10.0521,90.0,90.0,90.0,True,obelix,train,10.1039/c7ta08581h
10s,Li6.35P0.65Si0.35S5Br,-2.630784142589857,argyrodites,216.0,10.0468,10.0468,10.0468,90.0,90.0,90.0,True,obelix,train,10.1039/c7ta08581h
fkj,Li6.5P0.5Si0.5S5Br,-2.659555885159881,argyrodites,216.0,10.0521,10.0521,10.0521,90.0,90.0,90.0,True,obelix,train,10.1039/c7ta08581h
tt3,Li6PS5Cl,-2.886056647693163,argyrodites,216.0,9.8397,9.8397,9.8397,90.0,90.0,90.0,True,obelix,train,10.1016/j.ssi.2012.06.008
nig,Li6PS5Br,-2.557520230935552,argyrodites,216.0,9.988,9.988,9.988,90.0,90.0,90.0,True,obelix,train,10.1021/acs.inorgchem.8b02443
z16,Li6P(S4.9Se0.1)Br,-2.494850021680094,argyrodites,216.0,9.9902,9.9902,9.9902,90.0,90.0,90.0,True,obelix,train,10.1021/acs.inorgchem.8b02443
hbz,Li6P(S4.8Se0.2)Br,-2.406713932979543,argyrodites,216.0,9.9946,9.9946,9.9946,90.0,90.0,90.0,True,obelix,train,10.1021/acs.inorgchem.8b02443
uut,Li6P(S4.7Se0.3)Br,-2.441291429466834,argyrodites,216.0,9.9974,9.9974,9.9974,90.0,90.0,90.0,True,obelix,train,10.1021/acs.inorgchem.8b02443
cju,Li6P(S4.6Se0.4)Br,-2.438898616350944,argyrodites,216.0,10.0079,10.0079,10.0079,90.0,90.0,90.0,True,obelix,train,10.1021/acs.inorgchem.8b02443
d9l,Li6P(S4.5Se0.5)Br,-2.571865205971211,argyrodites,216.0,10.0176,10.0176,10.0176,90.0,90.0,90.0,True,obelix,train,10.1021/acs.inorgchem.8b02443
96f,Li6P(S4.4Se0.6)Br,-2.555955204081924,argyrodites,216.0,10.0259,10.0259,10.0259,90.0,90.0,90.0,True,obelix,train,10.1021/acs.inorgchem.8b02443
1kq,Li6P(S4.3Se0.7)Br,-2.5214335044061564,argyrodites,216.0,10.0265,10.0265,10.0265,90.0,90.0,90.0,True,obelix,train,10.1021/acs.inorgchem.8b02443
c6e,Li6P(S4.2Se0.8)Br,-2.4584207560534197,argyrodites,216.0,10.0332,10.0332,10.0332,90.0,90.0,90.0,True,obelix,train,10.1021/acs.inorgchem.8b02443
t2c,Li6P(S4.1Se0.9)Br,-2.417936637088291,argyrodites,216.0,10.0418,10.0418,10.0418,90.0,90.0,90.0,True,obelix,train,10.1021/acs.inorgchem.8b02443
dlj,Li6P(S4Se)Br,-2.4424927980943423,argyrodites,216.0,10.0522,10.0522,10.0522,90.0,90.0,90.0,True,obelix,train,10.1021/acs.inorgchem.8b02443
w87,Li6PS5Br,-4.494850021680094,argyrodites,216.0,9.98,9.98,9.98,90.0,90.0,90.0,True,obelix,train,10.1002/pssa.201001117
97p,Li6PS5Cl,-4.481486060122113,argyrodites,216.0,9.85,9.85,9.85,90.0,90.0,90.0,True,obelix,train,10.1002/pssa.201001117
p9u,Li6PS5I,-3.657577319177794,argyrodites,216.0,10.142,10.142,10.142,90.0,90.0,90.0,True,obelix,train,10.1002/pssa.201001117
5wz,Li6PS5I,-5.8996294548824375,argyrodites,216.0,10.14516,10.14516,10.14516,90.0,90.0,90.0,True,obelix,train,10.1021/jacs.8b10282
pa1,Li6.6P0.4Ge0.6S5I,-2.283162276700476,argyrodites,216.0,10.24314,10.24314,10.24314,90.0,90.0,90.0,True,obelix,train,10.1021/jacs.8b10282
lxk,Li6.7P0.3Ge0.7S5I,-2.25649023527157,argyrodites,216.0,10.2851,10.2851,10.2851,90.0,90.0,90.0,True,obelix,train,10.1021/jacs.8b10282
1m8,Li6.8P0.2Ge0.8S5I,-2.58838029403677,argyrodites,216.0,10.2998,10.2998,10.2998,90.0,90.0,90.0,True,obelix,train,10.1021/jacs.8b10282
ga9,LiCe(BH4)3Cl,-3.987162775294828,argyrodites,217.0,11.72,11.72,11.72,90.0,90.0,90.0,True,obelix,train,10.1021/cm300792t
240,Li8GeP4,-4.0655015487564325,phosphates,218.0,11.7831,11.7831,11.7831,90.0,90.0,90.0,True,obelix,train,10.1021/acs.chemmater.8b02759
6l9,Li4B7O12Cl,-5.698970004336019,boracites,219.0,12.167,12.167,12.167,90.0,90.0,90.0,True,obelix,train,10.1107/s0567740877009443
gas,Li0.31La0.63(Ti0.9Co0.1)O3,-3.5850266520291822,perovskites,221.0,3.8845,3.8845,3.8845,90.0,90.0,90.0,True,obelix,train,10.1016/j.mseb.2004.07.003
hx7,Li2(OH)Br,-5.920818753952375,antiperovskite,221.0,4.056,4.056,4.056,90.0,90.0,90.0,True,obelix,train,10.1002/ange.201604554
qbb,Li3OBr,-5.958607314841775,antiperovskite,221.0,4.05,4.05,4.05,90.0,90.0,90.0,True,obelix,train,10.1016/j.ssi.2015.11.027
9ph,Li0.19La0.67(Ti0.9Co0.1)O3,-3.96657624451305,perovskites,225.0,7.7722,7.7722,7.7722,90.0,90.0,90.0,True,obelix,train,10.1016/j.mseb.2004.07.003
kkn,Li6NBr3,-8.0,halides,225.0,8.9334,8.9334,8.9334,90.0,90.0,90.0,True,obelix,train,10.1016/j.jallcom.2015.01.082
m0v,Li(Li0.34Ti1.66)O4,-7.219682687859849,oxides,227.0,8.362,8.362,8.362,90.0,90.0,90.0,True,obelix,train,10.1016/j.ssi.2010.06.003
6du,(Li0.916Mg0.084)(Li0.352Mg0.016Ti1.634)O4,-7.761953896871205,oxides,227.0,8.3649,8.3649,8.3649,90.0,90.0,90.0,True,obelix,train,10.1016/j.ssi.2010.06.003
u0c,(Li0.826Mg0.174)(Li0.374Mg0.026Ti1.60)O4,-8.372634143407268,oxides,227.0,8.3666,8.3666,8.3666,90.0,90.0,90.0,True,obelix,train,10.1016/j.ssi.2010.06.003
xub,(Li0.74Mg0.26)(Li0.40Mg0.04Ti1.56)O4,-8.821023052706831,oxides,227.0,8.3703,8.3703,8.3703,90.0,90.0,90.0,True,obelix,train,10.1016/j.ssi.2010.06.003
bjw,Li2MnCl4,-5.319664486585437,chlorides,227.0,10.481,10.481,10.481,90.0,90.0,90.0,True,obelix,train,10.1016/0167-2738(83)90223-0
dvn,Li2MgCl4,-6.204815410317576,chlorides,227.0,10.416,10.416,10.416,90.0,90.0,90.0,True,obelix,train,10.1016/0167-2738(83)90223-0
t3k,Li1.9Mn0.9Ga0.1Cl4,-6.6252516539898965,chlorides,227.0,10.4881,10.4881,10.4881,90.0,90.0,90.0,True,obelix,train,10.1016/s0167-2738(96)00592-9
uxi,Li1.65Mn0.65In0.35Cl4,-7.00436480540245,chlorides,227.0,10.4696,10.4696,10.4696,90.0,90.0,90.0,True,obelix,train,10.1016/s0167-2738(96)00592-9
r5y,Li2CdCl4,-6.236572006437063,chlorides,227.0,10.635,10.635,10.635,90.0,90.0,90.0,True,obelix,train,10.1016/0025-5408(81)90142-2
ek5,LiSrNb2O6F,-10.0,pyrochlore,227.0,10.48371,10.48371,10.48371,90.0,90.0,90.0,True,obelix,train,10.2497/jjspm.65.26
xut,LiSrTa2O6F,-10.0,pyrochlore,227.0,10.46401,10.46401,10.46401,90.0,90.0,90.0,True,obelix,train,10.2497/jjspm.65.26
ckw,LiSr0.9Nb2O6F0.8,-10.0,pyrochlore,227.0,10.4909,10.4909,10.4909,90.0,90.0,90.0,True,obelix,train,10.2497/jjspm.65.26
yab,LiSr0.9Ta2O6F0.8,-10.0,pyrochlore,227.0,10.4687,10.4687,10.4687,90.0,90.0,90.0,True,obelix,train,10.2497/jjspm.65.26
ysm,Li1.1SrNb1.9Zr0.1O6F,-10.0,pyrochlore,227.0,10.48854,10.48854,10.48854,90.0,90.0,90.0,True,obelix,train,10.2497/jjspm.65.26
e81,Li1.1SrTa1.9Zr0.1O6F,-10.0,pyrochlore,227.0,10.46992,10.46992,10.46992,90.0,90.0,90.0,True,obelix,train,10.2497/jjspm.65.26
3qz,Li7La3Zr2O12,-3.9208187539523753,,230.0,12.972,12.972,12.972,90.0,90.0,90.0,True,obelix,train,10.1039/c2jm31413d
uaz,Li6CaLa2Nb2O12,-5.795880017344075,garnet,230.0,12.697,12.697,12.697,90.0,90.0,90.0,True,obelix,train,10.1111/j.1551-2916.2005.00060.x
ka6,Li5La3Ta2O12,-5.179798540514359,garnet,230.0,12.7814,12.7814,12.7814,90.0,90.0,90.0,True,obelix,train,10.1007/s11581-007-0097-8
7o7,Li6BaLa2Ta2O12,-4.530177984021837,garnet,230.0,12.9748,12.9748,12.9748,90.0,90.0,90.0,True,obelix,train,10.1007/s11581-007-0097-8
kji,Li6.4La3Zr1.4Ta0.6O12,-3.0,garnet,230.0,12.922,12.922,12.922,90.0,90.0,90.0,True,obelix,train,10.1039/c2jm31413d
gdr,Li6.2La3Zr1.2Ta0.8O12,-3.494850021680094,garnet,230.0,12.908,12.908,12.908,90.0,90.0,90.0,True,obelix,train,10.1039/c2jm31413d
2wb,Li6.6La3Zr1.6Ta0.4O12,-3.3279021420642825,garnet,230.0,12.947,12.947,12.947,90.0,90.0,90.0,True,obelix,train,10.1149/2.024205esl
hcm,Li5La3Ta2O12,-4.468521082957745,garnet,230.0,12.8311,12.8311,12.8311,90.0,90.0,90.0,True,obelix,train,10.1149/2.024205esl
e6a,Li6.7La3Zr1.7Ta0.3O12,-3.161150909262745,garnet,230.0,12.9721,12.9721,12.9721,90.0,90.0,90.0,True,obelix,train,10.1149/2.024205esl
g5q,Li6.5La3Zr1.5Ta0.5O12,-3.552841968657781,garnet,230.0,12.9187,12.9187,12.9187,90.0,90.0,90.0,True,obelix,train,10.1149/2.024205esl
kbq,Li5La3Bi2O12,-4.721246399047171,garnet,230.0,13.0652,13.0652,13.0652,90.0,90.0,90.0,True,obelix,train,10.1016/j.mseb.2007.07.009
uw9,Li6La2SrBi2O12,-4.698970004336019,garnet,230.0,13.0893,13.0893,13.0893,90.0,90.0,90.0,True,obelix,train,10.1016/j.mseb.2007.07.009
vqu,Li5Nd3Sb2O12,-6.886056647693163,garnet,230.0,12.66238,12.66238,12.66238,90.0,90.0,90.0,True,obelix,train,10.1016/j.materresbull.2007.04.002
xog,Li5La3Sb2O12,-5.107905397309519,garnet,230.0,12.8566,12.8566,12.8566,90.0,90.0,90.0,True,obelix,train,10.1016/j.materresbull.2007.10.035
bi3,Li6SrLa2Sb2O12,-5.200659450546418,garnet,230.0,12.8933,12.8933,12.8933,90.0,90.0,90.0,True,obelix,train,10.1016/j.materresbull.2007.10.035
gcj,Li6(La2Ca)(NbO6)2,-5.876148359032914,garnet,230.0,12.72185,12.72185,12.72185,90.0,90.0,90.0,True,obelix,train,10.1016/j.ssi.2008.01.047
20k,Li6(La2Sr)(NbO6)2,-5.432973633840939,garnet,230.0,12.83078,12.83078,12.83078,90.0,90.0,90.0,True,obelix,train,10.1016/j.ssi.2008.01.047
jej,Li6CaLa2Ta2O12,-5.657577319177793,garnet,230.0,12.725,12.725,12.725,90.0,90.0,90.0,True,obelix,train,10.1016/j.ssi.2008.10.022
hud,Li6BaLa2Ta2O12,-4.886056647693163,garnet,230.0,13.001,13.001,13.001,90.0,90.0,90.0,True,obelix,train,10.1016/j.ssi.2008.10.022
7w5,Li6.75La3Zr1.75Ta0.25O12,-3.0604807473813813,garnet,230.0,12.96,12.96,12.96,90.0,90.0,90.0,True,obelix,train,10.1016/j.jpowsour.2012.01.131
etz,Li7La3Zr2O12,-5.705533773838407,,230.0,12.9727,12.9727,12.9727,90.0,90.0,90.0,True,obelix,train,10.1039/c1cp22108f
ner,Li6BaLa2Ta2O12,-4.772113295386326,garnet,230.0,12.995,12.995,12.995,90.0,90.0,90.0,True,obelix,train,10.1016/j.materresbull.2012.04.032
z2s,Nd3Zr2Al0.5Li5.5O12,-4.4089353929735005,garnet,230.0,12.8158,12.8158,12.8158,90.0,90.0,90.0,True,obelix,train,10.1039/c3ta13252h
72f,(Li6.26Al0.24)La3Zr2O12,-3.677780705266081,garnet,230.0,12.96328,12.96328,12.96328,90.0,90.0,90.0,True,obelix,train,10.1016/j.ssi.2015.04.011
sqm,Li6Ba0.5Sr0.5La2Ta2O12,-5.1487416512809245,garnet,230.0,12.92046,12.92046,12.92046,90.0,90.0,90.0,True,obelix,train,10.1021/am4060194
zxr,Li6SrLa2Ta2O12,-5.267606240177032,garnet,230.0,12.846394,12.846394,12.846394,90.0,90.0,90.0,True,obelix,train,10.1021/am4060194
h89,Li6BaLa2Ta2O12,-4.823908740944319,garnet,230.0,12.99726,12.99726,12.99726,90.0,90.0,90.0,True,obelix,train,10.1021/am4060194
l9r,Li6CaLa2Ta2O12,-5.657577319177793,garnet,230.0,12.70877,12.70877,12.70877,90.0,90.0,90.0,True,obelix,train,10.1021/am4060194
ueu,Li5.74La3Zr1.5Ta0.5O12,-3.0443122496864943,garnet,230.0,12.93,12.93,12.93,90.0,90.0,90.0,True,obelix,train,10.1002/aenm.201570062|10.1002/aenm.201500096
uwh,La3Li5.08Ta1.51Zr0.39O12,-3.987162775294828,garnet,230.0,12.84,12.84,12.84,90.0,90.0,90.0,True,obelix,train,10.1002/aenm.201570062|10.1002/aenm.201500096
gz8,Li5La3Ta2O12,-4.798602875679548,garnet,230.0,12.8176,12.8176,12.8176,90.0,90.0,90.0,True,obelix,train,10.1021/acs.inorgchem.7b00816
419,Li5.3La3Ta1.85Sm0.15O12,-5.148130399270234,garnet,230.0,12.8108,12.8108,12.8108,90.0,90.0,90.0,True,obelix,train,10.1021/acs.inorgchem.7b00816
c0g,Li5.5La3Ta1.75Sm0.25O12,-5.286509456906058,garnet,230.0,12.8206,12.8206,12.8206,90.0,90.0,90.0,True,obelix,train,10.1021/acs.inorgchem.7b00816
kbu,Li5.70La3Ta1.65Sm0.35O12,-4.667561540084395,garnet,230.0,12.8309,12.8309,12.8309,90.0,90.0,90.0,True,obelix,train,10.1021/acs.inorgchem.7b00816
fam,Li5.90La3Ta1.55Sm0.45O12,-4.928117992693875,garnet,230.0,12.846,12.846,12.846,90.0,90.0,90.0,True,obelix,train,10.1021/acs.inorgchem.7b00816
dae,Li6.10La3Ta1.45Sm0.55O12,-4.853871964321762,garnet,230.0,12.8525,12.8525,12.8525,90.0,90.0,90.0,True,obelix,train,10.1021/acs.inorgchem.7b00816
9p1,Li7La3Zr2O12,-3.2448877336049287,,230.0,12.9682,12.9682,12.9682,90.0,90.0,90.0,True,obelix,train,10.1016/j.ssi.2010.12.010
gkl,Li5La3Nb2O12,-5.294136287716081,garnet,230.0,12.718,12.718,12.718,90.0,90.0,90.0,True,obelix,train,10.1016/j.jpowsour.2011.05.031
bqx,Li3Nd3Te2O12,-10.0,garnet,230.0,12.56253,12.56253,12.56253,90.0,90.0,90.0,True,obelix,train,10.1021/cm060992t
2mn,Li7La3Zr2O12,-3.291579099865287,garnet,230.0,12.968,12.968,12.968,90.0,90.0,90.0,True,obelix,train,10.1002/anie.200701144
8k7,Li5La3Ta2O12,-5.812479279163537,garnet,230.0,12.85,12.85,12.85,90.0,90.0,90.0,True,obelix,train,10.1016/j.ssi.2009.11.015
kh3,Li6.5La3Zr1.5Ta0.5O12 ,-3.036212172654445,,230.0,12.945,12.945,12.945,90.0,90.0,90.0,True,obelix,train,10.1039/c2jm31413d
o5q,Li6.8La3Zr1.8Ta0.2O12 ,-3.552841968657781,,230.0,12.964,12.964,12.964,90.0,90.0,90.0,True,obelix,train,10.1039/c2jm31413d
tbj,Li5La3Sb2O12,-5.47755576649368,garnet,230.0,12.84665,12.84665,12.84665,90.0,90.0,90.0,True,obelix,train,10.1016/j.ssi.2008.01.002
zzr,Li10GeP2S12,-2.1191864077192086,,137.0,8.6877,8.6877,12.5827,90.0,90.0,90.0,True,obelix,train,10.1021/jacs.0c10735
kop,Li10Ge0.66Sn0.33P2S12,-2.193820026016113,,137.0,8.7068,8.7068,12.6394,90.0,90.0,90.0,True,obelix,train,10.1021/jacs.0c10735
rty,Li10Ge0.33Sn0.66P2S12,-2.318758762624413,,137.0,8.7182,8.7182,12.6876,90.0,90.0,90.0,True,obelix,train,10.1021/jacs.0c10735
kko,Li10SnP2S12,-2.42021640338319,,137.0,8.7297,8.7297,12.7428,90.0,90.0,90.0,True,obelix,train,10.1021/jacs.0c10735
liv_5,Li2OHCl,-7.148130399,Anti-Perovskite,,,,,,,,True,liverpool,train,10.1002/aenm.201700971
liv_8,Li6PO5Cl,-9.0,Argyrodite,,,,,,,,True,liverpool,train,10.1002/zaac.201000121
liv_24,Li7La3Zr2O12,-5.787812396,Garnet,,,,,,,,True,liverpool,train,10.1016/j.jssc.2009.05.020
liv_35,LiTi2(PO4)3,-6.416801226,NASICON,,,,,,,,True,liverpool,train,10.1021/jp973296c
liv_37,Li10GeP2S12,-2.692503962,Thio-LISICON,,,,,,,,True,liverpool,train,10.1016/j.ssi.2015.02.014
liv_39,Li7P3S11,-2.494850022,Thio-LISICON,,,,,,,,True,liverpool,train,10.1039/C3EE41655K
liv_95,Li5La3Ta2O12,-5.536107011,Garnet,,,,,,,,True,liverpool,train,10.1007/s11581-007-0097-8
liv_96,Li5La3Ta2O12,-5.882728704,Garnet,,,,,,,,True,liverpool,train,10.1007/s11581-007-0097-8
liv_250,LiGe2(PO4)3,-6.0,NASICON,,,,,,,,True,liverpool,train,10.1016/S0167-2738(97)00434-7
liv_252,Li4Nd3TeSbO12,-8.060480747,Garnet,,,,,,,,True,liverpool,train,10.1021/cm703677q
liv_313,LiTi2(PO4)3,-4.142667504,NASICON,,,,,,,,True,liverpool,train,10.1007/s11164-013-1348-0
liv_387,LiZr2(PO4)3,-5.48148606,NASICON,,,,,,,,True,liverpool,train,10.1016/0167-2738(90)90188-W
liv_391,LiZr2(PO4)3,-7.301029996,NASICON,,,,,,,,True,liverpool,train,10.1016/j.jpowsour.2013.03.175
liv_409,Li2CrTi(PO4)3,-6.355561411,NASICON,,,,,,,,True,liverpool,train,10.1016/S0167-2738(96)00565-6
liv_410,Li2FeTi(PO4)3,-6.476253533,NASICON,,,,,,,,True,liverpool,train,10.1016/S0167-2738(96)00565-6
liv_411,Li2FeZr(PO4)3,-6.841637508,NASICON,,,,,,,,True,liverpool,train,10.1016/S0167-2738(96)00565-6
liv_441,LiGe2(PO4)3,-6.142667504,NASICON,,,,,,,,True,liverpool,train,10.1021/jp9085602
liv_471,LiSn2(PO4)3,-8.698970004,NASICON,,,,,,,,True,liverpool,train,10.1149/1.2220723
liv_495,LiFePO4 ,-8.958607315,Olivine,,,,,,,,True,liverpool,train,10.1016/j.ssi.2008.06.028
liv_499,Li6PS5Cl,-3.270025714,Argyrodite,,,,,,,,True,liverpool,train,10.1016/j.ssi.2012.06.008
liv_500,Li6PS5Cl,-3.424812155,Argyrodite,,,,,,,,True,liverpool,train,10.1016/j.ssi.2012.06.008
liv_502,Li4P2S6,-6.590066877,Glass,,,,,,,,True,liverpool,train,10.1016/j.ssi.2015.10.015
liv_504,Li3OBr,-5.974694135,Anti-Perovskite,,,,,,,,True,liverpool,train,10.1016/j.ssi.2015.11.027
liv_534,LiTi2P3O12,-6.397940009,NASICON,,,,,,,,True,liverpool,train,10.1016/0167-2738(94)90332-8
liv_535,LiZr2P3O12,-7.301029996,NASICON,,,,,,,,True,liverpool,train,10.1016/0167-2738(94)90332-8
liv_541,Li3PO4,-12.75696195,LISICON,,,,,,,,True,liverpool,train,10.1021/acs.chemmater.8b01504
liv_542,Li3VO4,-13.03621217,LISICON,,,,,,,,True,liverpool,train,10.1021/acs.chemmater.8b01504
liv_555,Li4GeO4,-11.88605665,LISICON,,,,,,,,True,liverpool,train,10.1021/acs.chemmater.8b01504
liv_561,Li6PS5Br,-3.721246399,Argyrodite,,,,,,,,True,liverpool,train,10.1021/acsaem.8b00280
liv_582,Li6PS5I,-3.200659451,Argyrodite,,,,,,,,True,liverpool,train,10.1007/s10008-011-1572-8
liv_587,LiBH4,-7.004803708,Other,,,,,,,,True,liverpool,train,10.1021/acsomega.8b00377
liv_703,Li6NBr3,-6.508638306,Rocksalt,,,,,,,,True,liverpool,train,10.1002/anie.198000741
liv_704,Li4SiO4,-9.698970004,LISICON,,,,,,,,True,liverpool,train,10.1016/0025-5408(76)90235-X
liv_705,Li4GeO4,-11.50863831,LISICON,,,,,,,,True,liverpool,train,10.1016/0025-5408(76)90235-X
liv_706,Li2Ge7O15,-15.30103,Other,,,,,,,,True,liverpool,train,10.1016/0025-5408(76)90235-X
liv_708,LiI,-7.552841969,Rocksalt,,,,,,,,True,liverpool,train,10.1016/0167-2738(81)90020-5
liv_710,Li3P,-3.0,Other,,,,,,,,True,liverpool,train,10.1016/0167-2738(89)90438-4
liv_712,Li3Sc2P3O12,-10.0,NASICON,,,,,,,,True,liverpool,train,10.1016/j.materresbull.2007.08.007
liv_714,LiLa(TiO3)2,-3.0,Perovskite,,,,,,,,True,liverpool,train,10.1016/S0167-2738(00)00761-X
liv_716,Li3VO4,-5.777283529,LISICON,,,,,,,,True,liverpool,train,10.1016/S0924-0136(01)01044-5
liv_717,Li7P3S11,-3.063989204,Thio-LISICON,,,,,,,,True,liverpool,train,10.1021/acs.chemmater.7b04842
liv_718,Li4BN3H10,-3.698970004,Other,,,,,,,,True,liverpool,train,10.1021/Ja907249p
liv_722,Li2NH,-3.595166283,Other,,,,,,,,True,liverpool,train,10.1039/c2cp23636b
liv_725,Li3N,-3.240332155,Other,,,,,,,,True,liverpool,train,10.1039/C0EE00052C
liv_730,Li4B7O12Cl,-7.0,Other,,,,,,,,True,liverpool,train,10.1107/S0567740877009443
liv_733,Li5La3Nb2O12,-5.096910013,Garnet,,,,,,,,True,liverpool,train,10.1111/j.1151-2916.2003.tb03318.x
liv_755,Li6PS5Br,-3.15864053,Argyrodite,,,,,,,,True,liverpool,train,10.1039/c7ta08581h
liv_765,Li2SiS3,-5.698970004,Thio-LISICON,,,,,,,,True,liverpool,train,10.1016/0025-5408(89)90053-6
liv_775,Li7La3Zr2O12 ,-5.818156412,Garnet,,,,,,,,True,liverpool,train,10.1016/j.jssc.2009.05.020
liv_776,Li7La3Hf2O12,-6.01188716,Garnet,,,,,,,,True,liverpool,train,10.1016/j.jssc.2009.10.030
liv_778,Li7P3S11,-2.494850022,Thio-LISICON,,,,,,,,True,liverpool,train,10.1016/j.ssi.2006.04.017
liv_781,Li4GeS4,-6.600153287,Thio-LISICON,,,,,,,,True,liverpool,train,10.1016/S0167-2738(00)00277-0
liv_783,Li4P2S6,-9.795880017,Thio-LISICON,,,,,,,,True,liverpool,train,10.1021/acs.chemmater.6b04175
liv_789,Li4SnS4,-4.15490196,Thio-LISICON,,,,,,,,True,liverpool,train,10.1021/cm3011315
liv_791,Li2SnS3,-4.866461092,Rocksalt,,,,,,,,True,liverpool,train,10.1021/cm5037524
liv_792,Li3PS4,-3.795880017,Thio-LISICON,,,,,,,,True,liverpool,train,10.1021/ja3110895
liv_821,Li10SiP2S12,-2.638272164,Thio-LISICON,,,,,,,,True,liverpool,train,10.1149/2.0501412jes
liv_867,Li7La3Zr2O12,-4.638272164,Garnet,,,,,,,,True,liverpool,train,10.1016/j.jpowsour.2012.02.031
liv_903,LiMgPO4,-11.19997064,Olivine,,,,,,,,True,liverpool,train,10.1021/cm504518q
liv_2005,Li5La3Sb2O12,-5.685784276,Garnet,,,,,,,,True,liverpool,train,10.1016/j.ssi.2008.01.002
liv_2006,LiAlSi2O6,-8.457685004,Glass,,,,,,,,True,liverpool,train,10.1016/j.ssi.2009.02.028
liv_2008,Li3Fe2P3O12,-7.953862132,Glass-Ceramic,,,,,,,,True,liverpool,train,10.1016/0167-2738(90)90442-T
liv_2014,LiGaSiO4,-10.9652893,Phenakite,,,,,,,,True,liverpool,train,10.1016/0167-2738(87)90048-8
liv_2024,Li3Fe(MoO4)3,-9.229824822,Lysonite,,,,,,,,True,liverpool,train,10.1039/B301189e
liv_2025,Li6FeCl8,-7.047042731,Rocksalt,,,,,,,,True,liverpool,train,10.1002/zaac.19875531020
liv_2029,Li6NiCl8,-9.569675406,Rocksalt,,,,,,,,True,liverpool,train,10.1002/zaac.19875531020
liv_2030,Li6CoCl8,-5.821821295,Rocksalt,,,,,,,,True,liverpool,train,10.1002/zaac.19875531020
liv_2031,LiF,-13.92960042,Rocksalt,,,,,,,,True,liverpool,train,"Journal De Physique 26 339-341, 1965"
