id,composition,log_conductivity,li_fraction,li_count,mean_electronegativity,anion_electronegativity,cation_anion_en_diff,en_std,mean_ionic_radius,anion_ionic_radius,radius_std,mean_atomic_mass,n_elements,mean_atomic_number,anion_halide,anion_mixed,anion_other,anion_oxide,anion_sulfide
4ea,Li(Ti0.4Sn1.6)(PO4)3,-5.501689446210399,0.05555555555555555,1.0,2.921222222222222,3.44,1.5563333333333333,0.7456109173948624,1.0770000000000002,1.26,0.26904933237715933,27.829882555555557,5.0,12.933333333333334,False,False,False,True,False
z7n,Li0.86Hf2.035(PO4)3,-7.036212172654444,0.04805811679240011,0.86,2.8688628108410175,3.44,1.7337574215436808,0.7690217576036584,1.0820759988823696,1.26,0.2703208397467426,36.552696060352055,4.0,16.211232187761947,False,False,False,True,False
7kf,Li1.7Al0.3Ti1.6(PO4)3,-2.913640169325252,0.09139784946236558,1.7,2.820591397849462,3.44,1.7456060606060604,0.7851621391630434,1.0636827956989248,1.26,0.27463218560511476,20.50513159032258,5.0,9.956989247311826,False,False,False,True,False
i8k,Li1.2In0.2Ti1.8(PO4)3,-4.0851281824599495,0.06593406593406594,1.2,2.8656043956043957,3.44,1.6861290322580644,0.7851621391630434,1.0697252747252748,1.26,0.27463218560511476,22.108103626373627,5.0,10.65934065934066,False,False,False,True,False
hzf,Li1.3Al0.2Sc0.1Ti1.7(PO4)3,-3.0123337350737254,0.07103825136612021,1.3,2.8524590163934427,3.44,1.7066666666666666,0.7851621391630434,1.0666666666666669,1.26,0.27463218560511476,21.049354367213116,6.0,10.218579234972678,False,False,False,True,False
x61,Li1.3Al0.15Sc0.15Ti1.7(PO4)3,-2.906578314837765,0.07103825136612021,1.3,2.8517759562841527,3.44,1.7086507936507935,0.7851621391630434,1.0672404371584698,1.26,0.27463218560511476,21.09846467704918,6.0,10.240437158469945,False,False,False,True,False
czo,Li1.3Al0.1Sc0.2Ti1.7(PO4)3,-3.3675427078152755,0.07103825136612021,1.3,2.851092896174863,3.44,1.7106349206349205,0.7851621391630434,1.0678142076502732,1.26,0.27463218560511476,21.147574986885246,6.0,10.262295081967213,False,False,False,True,False
o8s,Li1.3Sc0.3Ti1.7(PO4)3,-3.344861565188618,0.07103825136612021,1.3,2.8497267759562845,3.44,1.7146031746031742,0.7851621391630434,1.0689617486338798,1.26,0.27463218560511476,21.245795606557376,5.0,10.306010928961747,False,False,False,True,False
lap,Li1.3Al0.3Ti1.7(PO4)3,-2.9469215565165805,0.07103825136612021,1.3,2.8538251366120218,3.44,1.7026984126984126,0.7851621391630434,1.0655191256830603,1.26,0.27463218560511476,20.951133747540982,5.0,10.17486338797814,False,False,False,True,False
yp3,LiTi2(PO4)3,-4.221848749616356,0.05555555555555555,1.0,2.883888888888889,3.44,1.6683333333333332,0.8297398446962416,1.0694444444444444,1.26,0.27825292695320336,21.532727,4.0,10.444444444444445,False,False,False,True,False
tzl,Li1.05Al0.05Ti1.95(PO4)3,-2.958607314841775,0.05817174515235457,1.05,2.878808864265928,3.44,1.6742975206611568,0.7851621391630434,1.068781163434903,1.26,0.27463218560511476,21.434452239889197,5.0,10.398891966759003,False,False,False,True,False
hyj,Li1.1Al0.1Ti1.9(PO4)3,-3.1739251972991736,0.06077348066298342,1.1,2.873756906077348,3.44,1.6801639344262294,0.7851621391630434,1.0681215469613259,1.26,0.27463218560511476,21.336720434254143,5.0,10.353591160220994,False,False,False,True,False
mg4,Li1.3Al0.3Ti1.7(PO4)3,-2.207608310501746,0.07103825136612021,1.3,2.8538251366120218,3.44,1.7026984126984126,0.7851621391630434,1.0655191256830603,1.26,0.27463218560511476,20.951133747540982,5.0,10.17486338797814,False,False,False,True,False
50s,Li1.4Al0.4Ti1.6(PO4)3,-2.4814860601221125,0.07608695652173914,1.4,2.8440217391304348,3.44,1.7134375,0.7851621391630434,1.0642391304347827,1.26,0.27463218560511476,20.761483773913046,5.0,10.08695652173913,False,False,False,True,False
d4q,Li1.05Cr0.05Ti1.95(PO4)3,-3.744727494896694,0.05817174515235457,1.05,2.878947368421053,3.44,1.673884297520661,0.7851621391630434,1.0695152354570636,1.26,0.27463218560511476,21.50374465373961,5.0,10.429362880886426,False,False,False,True,False
6he,Li1.1Cr0.1Ti1.9(PO4)3,-3.5850266520291822,0.06077348066298342,1.1,2.8740331491712707,3.44,1.6793442622950818,0.7851621391630434,1.069585635359116,1.26,0.27463218560511476,21.474922430939227,5.0,10.414364640883978,False,False,False,True,False
pwy,Li1.2Cr0.2Ti1.8(PO4)3,-3.3665315444204134,0.06593406593406594,1.2,2.8642857142857143,3.44,1.6899999999999997,0.7851621391630434,1.0697252747252748,1.26,0.27463218560511476,21.417753076923077,5.0,10.384615384615385,False,False,False,True,False
y9l,Li1.3Cr0.3Ti1.7(PO4)3,-3.537602002101044,0.07103825136612021,1.3,2.8546448087431693,3.44,1.70031746031746,0.7851621391630434,1.069863387978142,1.26,0.27463218560511476,21.361208524590165,5.0,10.3551912568306,False,False,False,True,False
rc1,Li1.05Fe0.05Ti1.95(PO4)3,-3.886056647693163,0.05817174515235457,1.05,2.8794182825484764,3.44,1.672479338842975,0.7851621391630434,1.0694598337950139,1.26,0.27463218560511476,21.514406426592796,5.0,10.434903047091412,False,False,False,True,False
lzt,Li1.1Fe0.1Ti1.9(PO4)3,-3.2006594505464183,0.06077348066298342,1.1,2.8749723756906076,3.44,1.6765573770491802,0.7851621391630434,1.069475138121547,1.26,0.27463218560511476,21.496187071823204,5.0,10.425414364640883,False,False,False,True,False
kbp,Li1.2Fe0.2Ti1.8(PO4)3,-2.853871964321762,0.06593406593406594,1.2,2.8661538461538463,3.44,1.6845161290322581,0.7851621391630434,1.0695054945054945,1.26,0.27463218560511476,21.460048681318682,5.0,10.406593406593407,False,False,False,True,False
b9u,Li1.3Fe0.3Ti1.7(PO4)3,-2.638272163982407,0.07103825136612021,1.3,2.8574316939890707,3.44,1.6922222222222223,0.7851621391630434,1.069535519125683,1.26,0.27463218560511476,21.42430524590164,5.0,10.387978142076502,False,False,False,True,False
3uq,Li1.3Al0.3Ge1.7(PO4)3,-4.084072788302884,0.07103825136612021,1.3,2.897486338797814,3.44,1.5758730158730159,0.7416394445712449,1.0771311475409837,1.26,0.26690070468091603,23.252450687431693,5.0,11.10382513661202,False,False,False,True,False
1dm,Li1.6Al0.6Ge1.4(PO4)3,-3.5466816599529625,0.08602150537634408,1.6,2.86010752688172,3.44,1.6342424242424243,0.7416394445712449,1.0711290322580644,1.26,0.26690070468091603,22.252935976344084,5.0,10.666666666666666,False,False,False,True,False
rg6,Li1.4Al0.4Ti1.6 (PO4)3,-2.4710832997223453,0.07608695652173914,1.4,2.8440217391304348,3.44,1.7134375,0.7851621391630434,1.0642391304347827,1.26,0.27463218560511476,20.761483773913046,5.0,10.08695652173913,False,False,False,True,False
ed4,Li1.2Al0.2Ge1.8(PO4)3,-4.100179497572904,0.06593406593406594,1.2,2.9102197802197804,3.44,1.5551612903225807,0.7416394445712449,1.0791758241758242,1.26,0.26690070468091603,23.592944709890112,5.0,11.252747252747254,False,False,False,True,False
vg0,Li1.5Al0.5Ge1.5(PO4)3,-3.721246399047171,0.08108108108108109,1.5,2.8724324324324324,3.44,1.6153846153846154,0.7416394445712449,1.073108108108108,1.26,0.26690070468091603,22.58250569189189,5.0,10.81081081081081,False,False,False,True,False
z9y,Li1.2Al0.2Ti1.8(PO4)3,-2.4710832997223453,0.06593406593406594,1.2,2.863736263736264,3.44,1.6916129032258065,0.7851621391630434,1.066813186813187,1.26,0.27463218560511476,21.142867786813188,5.0,10.263736263736265,False,False,False,True,False
w3n,Li1.4Al0.4Ti1.6(PO4)3,-2.9507819773298185,0.07608695652173914,1.4,2.8440217391304348,3.44,1.7134375,0.7851621391630434,1.0642391304347827,1.26,0.27463218560511476,20.761483773913046,5.0,10.08695652173913,False,False,False,True,False
ym6,Li1.3Al0.3Ti1.7(PO4)3,-2.91721462968355,0.07103825136612021,1.3,2.8538251366120218,3.44,1.7026984126984126,0.7851621391630434,1.0655191256830603,1.26,0.27463218560511476,20.951133747540982,5.0,10.17486338797814,False,False,False,True,False
nng,Li1.6Al0.6Ge0.8Ti0.6(PO4)3,-3.154901959985743,0.08602150537634408,1.6,2.8449462365591396,3.44,1.676969696969697,0.7214934056351451,1.0670967741935482,1.26,0.2688865931949751,21.45380694408602,6.0,10.344086021505376,False,False,False,True,False
qno,LiTi2(PO4)3,-6.416801226031377,0.05555555555555555,1.0,2.883888888888889,3.44,1.6683333333333332,0.8297398446962416,1.0694444444444444,1.26,0.27825292695320336,21.532727,4.0,10.444444444444445,False,False,False,True,False
oxc,Li1.4Al0.4Ti1.6(PO4)3,-2.2494916051486538,0.07608695652173914,1.4,2.8440217391304348,3.44,1.7134375,0.7851621391630434,1.0642391304347827,1.26,0.27463218560511476,20.761483773913046,5.0,10.08695652173913,False,False,False,True,False
dq4,Li1.3Al0.1Sc0.2Ti1.7(PO4)3,-3.370590400897281,0.07103825136612021,1.3,2.851092896174863,3.44,1.7106349206349205,0.7851621391630434,1.0678142076502732,1.26,0.27463218560511476,21.147574986885246,6.0,10.262295081967213,False,False,False,True,False
0fa,Li1.3Al0.2Sc0.1Ti1.7(PO4)3,-3.570247719997592,0.07103825136612021,1.3,2.8524590163934427,3.44,1.7066666666666666,0.7851621391630434,1.0666666666666669,1.26,0.27463218560511476,21.049354367213116,6.0,10.218579234972678,False,False,False,True,False
rr5,LiTi2(PO4)3,-4.142667503568732,0.05555555555555555,1.0,2.883888888888889,3.44,1.6683333333333332,0.8297398446962416,1.0694444444444444,1.26,0.27825292695320336,21.532727,4.0,10.444444444444445,False,False,False,True,False
6j9,Li1.15Fe0.15Ti1.85(PO4)3,-3.282329496997738,0.06336088154269973,1.15,2.8705509641873284,3.44,1.6805691056910568,0.7851621391630434,1.0694903581267219,1.26,0.27463218560511476,21.478068099173555,5.0,10.415977961432509,False,False,False,True,False
0x9,Li1.2Sc0.2Ti1.8(PO4)3,-3.6090648928966207,0.06593406593406594,1.2,2.860989010989011,3.44,1.6996774193548385,0.7851621391630434,1.069120879120879,1.26,0.27463218560511476,21.340388373626375,5.0,10.351648351648352,False,False,False,True,False
iwe,Li1.3Sc0.3Ti1.7(PO4)3,-3.39040559077478,0.07103825136612021,1.3,2.8497267759562845,3.44,1.7146031746031742,0.7851621391630434,1.0689617486338798,1.26,0.27463218560511476,21.245795606557376,5.0,10.306010928961747,False,False,False,True,False
ib2,Li1.1Sc0.1Ti1.9(PO4)3,-3.801342913045578,0.06077348066298342,1.1,2.872375690607735,3.44,1.684262295081967,0.7851621391630434,1.0692817679558009,1.26,0.27463218560511476,21.43602636464088,5.0,10.397790055248617,False,False,False,True,False
ppz,Li1.3In0.3Hf1.7(PO4)3,-5.0,0.07103825136612021,1.3,2.8343169398907104,3.44,1.759365079365079,0.8123088542792601,1.079617486338798,1.26,0.26793584936914033,34.525452786885246,5.0,15.40983606557377,False,False,False,True,False
ci1,LiTi0.2Zr1.8(PO4)3,-7.251811972993799,0.05555555555555555,1.0,2.862888888888889,3.44,1.7313333333333332,0.8087497292534163,1.0809444444444445,1.26,0.2674084262621247,25.868427,5.0,12.244444444444445,False,False,False,True,False
08e,LiTi1.8Zr0.2(PO4)3,-7.070581074285707,0.05555555555555555,1.0,2.881555555555556,3.44,1.6753333333333331,0.7851621391630434,1.0707222222222224,1.26,0.27463218560511476,22.014471444444446,5.0,10.644444444444444,False,False,False,True,False
xkh,LiTi0.1Zr1.9(PO4)3,-7.494850021680094,0.05555555555555555,1.0,2.8617222222222223,3.44,1.7348333333333332,0.8087497292534163,1.0815833333333333,1.26,0.2674084262621247,26.109299222222223,5.0,12.344444444444443,False,False,False,True,False
wng,Li1.2In0.2Hf1.8(PO4)3,-5.3979400086720375,0.06593406593406594,1.2,2.8418681318681323,3.44,1.7558064516129033,0.8123088542792601,1.0801098901098902,1.26,0.26793584936914033,35.026861868131874,5.0,15.604395604395606,False,False,False,True,False
ncr,LiHf2(PO4)3,-6.164309428507575,0.05555555555555555,1.0,2.857222222222222,3.44,1.7483333333333333,0.875117805120834,1.0811111111111111,1.26,0.2663516658039578,36.04639366666667,4.0,16.0,False,False,False,True,False
dx2,Li1.1Fe0.1Hf1.9(PO4)3,-3.9706162223147903,0.06077348066298342,1.1,2.8497790055248617,3.44,1.7513114754098358,0.8123088542792601,1.080497237569061,1.26,0.26793584936914033,35.20799370165746,5.0,15.674033149171269,False,False,False,True,False
6xc,Li1.1In0.1Hf1.9(PO4)3,-4.289882634888183,0.06077348066298342,1.1,2.849502762430939,3.44,1.7521311475409835,0.8123088542792601,1.0806077348066299,1.26,0.26793584936914033,35.53381138121547,5.0,15.80110497237569,False,False,False,True,False
21m,Li1.1Lu0.1Hf1.9(PO4)3,-4.230622673923862,0.06077348066298342,1.1,2.8466850828729284,3.44,1.7604918032786883,0.8123088542792601,1.0809447513812154,1.26,0.26793584936914033,35.866126298342536,5.0,15.922651933701655,False,False,False,True,False
4k1,Li1.1Sc0.1Hf1.9(PO4)3,-4.610833915635467,0.06077348066298342,1.1,2.8471823204419886,3.44,1.7590163934426228,0.8123088542792601,1.0803038674033147,1.26,0.26793584936914033,35.14783299447514,5.0,15.646408839779003,False,False,False,True,False
gzp,Li1.2Lu0.2Hf1.8(PO4)3,-4.009217308196862,0.06593406593406594,1.2,2.836263736263737,3.44,1.772258064516129,0.8123088542792601,1.0807802197802199,1.26,0.26793584936914033,35.6878398901099,5.0,15.846153846153845,False,False,False,True,False
lh8,Li1.3Cr0.3Hf1.7(PO4)3,-6.279014255846261,0.07103825136612021,1.3,2.832349726775956,3.44,1.765079365079365,0.8123088542792601,1.079617486338798,1.26,0.26793584936914033,33.49558557377049,5.0,15.0,False,False,False,True,False
ew5,Li1.3Fe0.3Hf1.7(PO4)3,-4.267606240177032,0.07103825136612021,1.3,2.835136612021858,3.44,1.7569841269841269,0.8123088542792601,1.079289617486339,1.26,0.26793584936914033,33.558682295081965,5.0,15.032786885245903,False,False,False,True,False
9l3,Li1.3In0.3Hf1.7(PO4)3,-3.8477116556169433,0.07103825136612021,1.3,2.8343169398907104,3.44,1.759365079365079,0.8123088542792601,1.079617486338798,1.26,0.26793584936914033,34.525452786885246,5.0,15.40983606557377,False,False,False,True,False
jdk,Li1.3Lu0.3Hf1.7(PO4)3,-4.448550002027125,0.07103825136612021,1.3,2.8259562841530057,3.44,1.7836507936507935,0.8123088542792601,1.0806174863387978,1.26,0.26793584936914033,35.511501967213114,5.0,15.77049180327869,False,False,False,True,False
h8a,Li1.3Sc0.3Hf1.7(PO4)3,-4.079876673709276,0.07103825136612021,1.3,2.8274316939890713,3.44,1.7793650793650793,0.8123088542792601,1.0787158469945355,1.26,0.26793584936914033,33.3801726557377,5.0,14.950819672131148,False,False,False,True,False
jq7,Li1.3Y0.3Hf1.7(PO4)3,-4.496209316942819,0.07103825136612021,1.3,2.825136612021858,3.44,1.7860317460317459,0.8123088542792601,1.0812568306010928,1.26,0.26793584936914033,34.10066344262295,5.0,15.245901639344261,False,False,False,True,False
ylt,Li1.4In0.4Hf1.6(PO4)3,-3.8477116556169433,0.07608695652173914,1.4,2.826847826086957,3.44,1.7628125000000001,0.8123088542792601,1.079130434782609,1.26,0.26793584936914033,34.02949380434783,5.0,15.217391304347828,False,False,False,True,False
gnq,Li1.4Lu0.4Hf1.6(PO4)3,-4.686132779630847,0.07608695652173914,1.4,2.8157608695652177,3.44,1.7946874999999998,0.8123088542792601,1.0804565217391306,1.26,0.26793584936914033,35.33708076086957,5.0,15.695652173913045,False,False,False,True,False
sso,Li1.4Y0.4Hf1.6(PO4)3,-4.679853713888946,0.07608695652173914,1.4,2.8146739130434786,3.44,1.7978125,0.8123088542792601,1.081304347826087,1.26,0.26793584936914033,33.46618619565218,5.0,15.000000000000002,False,False,False,True,False
lpx,Li1.15Y0.15Zr1.85(PO4)3,-4.1487416512809245,0.06336088154269973,1.15,2.8441046831955923,3.44,1.7586178861788617,0.8087497292534163,1.0822038567493115,1.26,0.2674084262621247,26.170606804407715,5.0,12.358126721763087,False,False,False,True,False
f7p,Li1.3Al0.2Y0.1Ti1.7(PO4)3,-3.9208187539523753,0.07103825136612021,1.3,2.851693989071038,3.44,1.7088888888888887,0.7851621391630434,1.0675136612021856,1.26,0.27463218560511476,21.289517962841526,6.0,10.316939890710383,False,False,False,True,False
l8t,Li1.3Al0.1Y0.2Ti1.7(PO4)3,-4.136677139879544,0.07103825136612021,1.3,2.8495628415300547,3.44,1.7150793650793648,0.7851621391630434,1.0695081967213116,1.26,0.27463218560511476,21.627902178142076,6.0,10.459016393442623,False,False,False,True,False
3tt,Li1.3Al0.15Y0.15Ti1.7(PO4)3,-4.721246399047171,0.07103825136612021,1.3,2.8506284153005463,3.44,1.711984126984127,0.7851621391630434,1.0685109289617487,1.26,0.27463218560511476,21.4587100704918,6.0,10.387978142076502,False,False,False,True,False
za6,Li1.1Al0.1Ge1.9(PO4)3,-5.537602002101044,0.06077348066298342,1.1,2.9230939226519337,3.44,1.5337704918032784,0.7416394445712449,1.081243093922652,1.26,0.26690070468091603,23.937201097237566,5.0,11.40331491712707,False,False,False,True,False
ag1,Li1.3Al0.3Ge1.7(PO4)3,-4.4089353929735005,0.07103825136612021,1.3,2.897486338797814,3.44,1.5758730158730159,0.7416394445712449,1.0771311475409837,1.26,0.26690070468091603,23.252450687431693,5.0,11.10382513661202,False,False,False,True,False
u5t,Li1.5Al0.5Ge1.5(PO4)3,-3.552841968657781,0.08108108108108109,1.5,2.8724324324324324,3.44,1.6153846153846154,0.7416394445712449,1.073108108108108,1.26,0.26690070468091603,22.58250569189189,5.0,10.81081081081081,False,False,False,True,False
0y6,Li1.6Al0.6Ge1.4(PO4)3,-3.853871964321762,0.08602150537634408,1.6,2.86010752688172,3.44,1.6342424242424243,0.7416394445712449,1.0711290322580644,1.26,0.26690070468091603,22.252935976344084,5.0,10.666666666666666,False,False,False,True,False
yq2,Li1.1Al0.1Ti1.9(PO4)3,-4.522878745280337,0.06077348066298342,1.1,2.873756906077348,3.44,1.6801639344262294,0.7851621391630434,1.0681215469613259,1.26,0.27463218560511476,21.336720434254143,5.0,10.353591160220994,False,False,False,True,False
kab,Li1.3Al0.3Ti1.7(PO4)3,-4.425968732272281,0.07103825136612021,1.3,2.8538251366120218,3.44,1.7026984126984126,0.7851621391630434,1.0655191256830603,1.26,0.27463218560511476,20.951133747540982,5.0,10.17486338797814,False,False,False,True,False
tp2,Li1.6Al0.6Ti1.4(PO4)3,-4.638272163982407,0.08602150537634408,1.6,2.8247311827956985,3.44,1.733939393939394,0.7851621391630434,1.061720430107527,1.26,0.27463218560511476,20.388301567741934,5.0,9.913978494623656,False,False,False,True,False
nf0,Li1.5Al0.5Ti1.5(PO4)3,-4.958607314841775,0.08108108108108109,1.5,2.8343243243243244,3.44,1.7238461538461536,0.7851621391630434,1.0629729729729729,1.26,0.27463218560511476,20.57388407027027,5.0,10.0,False,False,False,True,False
fkt,Li1.2La0.2Ti1.8(PO4)3,-3.277366077466188,0.06593406593406594,1.2,2.8581318681318684,3.44,1.7080645161290324,0.7851621391630434,1.0722747252747253,1.26,0.27463218560511476,22.3728010989011,5.0,10.747252747252748,False,False,False,True,False
ctg,Li1.3La0.3Ti1.7(PO4)3,-3.277366077466188,0.07103825136612021,1.3,2.845464480874317,3.44,1.7269841269841268,0.7851621391630434,1.0736666666666665,1.26,0.27463218560511476,22.785952295081966,5.0,10.896174863387978,False,False,False,True,False
4t5,LiCrSb(PO4)3,-9.447331783887806,0.05555555555555555,1.0,2.9188888888888886,3.44,1.5633333333333332,0.7800134535085411,1.088888888888889,1.26,0.2605312710786875,25.867288111111108,5.0,12.166666666666666,False,False,False,True,False
smk,LiAlSb(PO4)3,-7.498940737782249,0.05555555555555555,1.0,2.9161111111111113,3.44,1.5716666666666665,0.7845673888547249,1.0741666666666667,1.26,0.2755814559960247,24.47759025555556,5.0,11.555555555555555,False,False,False,True,False
vtr,LiFeSb(PO4)3,-5.863279432843593,0.05555555555555555,1.0,2.9283333333333332,3.44,1.535,0.7656097787602593,1.087777777777778,1.26,0.2612056566419043,26.08111588888889,5.0,12.277777777777779,False,False,False,True,False
dc8,Li9Mg3(PO4)4F3,-10.0,0.2571428571428571,9.0,2.528285714285714,3.98,2.635625,1.1477567828826198,1.0494285714285714,1.26,0.23657004830515221,16.350418788571428,5.0,7.942857142857143,False,True,False,False,False
hai,Pb6.12Ca1.9Li1.96(PO4)6,-10.0,0.049024512256128056,1.96,2.8459329664832413,3.44,1.4862828535669586,0.711053800302908,1.145312656328164,1.26,0.2563282175739803,48.21522591295647,5.0,20.70335167583792,False,False,False,True,False
tvf,Li3(NH2)2I,-5.0,0.3,3.0,2.048,3.04,1.3628571428571428,0.7653077812226922,1.1400000000000001,2.06,0.34093987739776055,17.977263,4.0,8.0,True,False,False,False,False
u8r,Ba3LiTa5ZrSi4O26,-10.0,0.025,1.0,2.738,3.44,2.005714285714286,0.9823879070916945,1.12625,1.26,0.2719530060506778,48.580295,6.0,21.0,False,False,False,True,False
gvd,Li3N,-3.2390500485891027,0.75,3.0,1.495,3.04,2.06,0.8920061658979719,1.0050000000000001,1.32,0.18186533479473213,8.707425,2.0,4.0,False,False,True,False,False
uex,Fe2Na2K(Li3Si12O30),-10.0,0.06,3.0,2.7056,3.44,1.836,0.9412293238100904,1.0532,1.26,0.30951859394873193,20.691976771199997,6.0,10.2,False,False,False,True,False
11b,Li3P,-3.153044674980176,0.75,3.0,1.2825,2.19,1.21,0.5239453692895853,0.8200000000000001,0.58,0.1385640646055102,12.9491905,2.0,6.0,False,False,True,False,False
fft,Li3N,-3.680893940690224,0.75,3.0,1.495,3.04,2.06,0.8920061658979719,1.0050000000000001,1.32,0.18186533479473213,8.707425,2.0,4.0,False,False,True,False,False
lf5,Li6BaLa2Nb2O12,-5.221848749616356,0.2608695652173913,6.0,2.323913043478261,3.44,2.333636363636364,1.1774059147510416,1.126695652173913,1.26,0.19760268322034244,36.286500000000004,5.0,15.91304347826087,False,False,False,True,False
68u,Li5La3Nb2O12,-5.096910013008056,0.22727272727272727,5.0,2.394545454545455,3.44,2.3,1.1562192591401559,1.1225454545454545,1.26,0.1804501258904639,37.692135,4.0,16.545454545454547,False,False,False,True,False
gyw,Li6SrLa2Ta2O12,-5.376750709602099,0.2608695652173913,6.0,2.3178260869565217,3.44,2.346363636363636,1.179992470579291,1.119304347826087,1.26,0.18675686001779182,41.78110869565217,5.0,17.91304347826087,False,False,False,True,False
0v9,Li5.5La3Nb1.75In0.25O12 ,-4.619788758288394,0.24444444444444444,5.5,2.365111111111111,3.44,2.3033333333333332,1.1700464165066466,1.1193777777777778,1.26,0.16810492350351447,37.25223888888889,5.0,16.333333333333332,False,False,False,True,False
qtc,Li5.5La2.75K0.25Nb2O12 ,-4.97469413473523,0.24444444444444444,5.5,2.36,3.44,2.314285714285714,1.1475625356566108,1.1214666666666668,1.26,0.18436599703220222,35.899807888888894,5.0,15.822222222222223,False,False,False,True,False
vy5,(K0.1Li0.9)(SbO3),-7.866461091629782,0.18,0.9,2.6668,3.44,1.933,0.601887655630185,1.1284,1.26,0.15588457268119893,35.982986,4.0,15.919999999999998,False,False,False,True,False
rwr,Li8GeP4,-4.7447274948966935,0.6153846153846154,8.0,1.4315384615384614,2.19,1.0955555555555556,0.5728987849101089,0.7992307692307693,0.58,0.14636422106204985,19.389465230769233,3.0,8.923076923076923,False,False,True,False,False
pql,Li8SiP4,-4.346787486224656,0.6153846153846154,8.0,1.4230769230769231,2.19,1.1077777777777778,0.5650511837317805,0.7738461538461539,0.58,0.1598816130063579,15.962196000000002,3.0,7.538461538461538,False,False,True,False,False
dl7,Li2MgTi3O8,-10.0,0.14285714285714285,2.0,2.529285714285714,3.44,2.125,1.0643070467660722,1.0696428571428571,1.26,0.22481313101674244,22.12737142857143,4.0,10.571428571428571,False,False,False,True,False
i12,Li2CoTi3O8,-10.0,0.14285714285714285,2.0,2.5700000000000003,3.44,2.03,1.027138883362073,1.0714285714285714,1.26,0.22323457050687237,24.60081392857143,4.0,11.642857142857142,False,False,False,True,False
aui,Li2CoGe3O8,-10.0,0.14285714285714285,2.0,2.670714285714286,3.44,1.7950000000000002,0.9406036381396962,1.0982142857142858,1.26,0.18702183927912522,29.909313928571432,4.0,13.785714285714286,False,False,False,True,False
mfs,Li2ZnGe3O8,-10.0,0.14285714285714285,2.0,2.654285714285714,3.44,1.8333333333333335,0.9561508718794949,1.0978571428571429,1.26,0.18743298121990054,30.37187142857143,4.0,14.0,False,False,False,True,False
jl4,(Li0.61Mg0.39)(Li0.46Mg0.005Ti0.035)Ti1.5O4,-9.18309616062434,0.15285714285714286,1.07,2.527135714285714,3.44,2.1300166666666662,1.0402991022884822,1.069467857142857,1.26,0.21103745059954537,22.07154142857143,4.0,10.531428571428572,False,False,False,True,False
jkq,(Li0.55Mg0.45)(Li0.445Mg0.055)Ti1.5O4,-10.8153085691824,0.14214285714285715,0.9950000000000001,2.5295214285714285,3.44,2.12445,0.7599999999999999,1.0696142857142859,1.26,0.206,22.139774285714285,4.0,10.577857142857143,False,False,False,True,False
yav,Li2VCl4,-5.158015195409886,0.2857142857142857,2.0,2.3185714285714285,3.16,1.9633333333333336,0.992089117129369,1.3085714285714285,1.67,0.42282818433660224,29.519357142857142,3.0,13.857142857142858,True,False,False,False,False
9yt,Li6PS5Cl0.25Br0.75,-2.7304870557820835,0.46153846153846156,6.0,1.8446153846153843,3.16,2.007142857142857,0.7743505343189221,1.2509615384615385,1.82,0.42562372532032977,23.21046246153846,5.0,11.038461538461538,False,True,False,False,False
122,Li6PS5Cl,-2.688246138944246,0.46153846153846156,6.0,1.856153846153846,3.16,2.007142857142857,0.8337638335749008,1.2423076923076921,1.7,0.42715793955566805,20.645981692307693,4.0,10.0,False,True,False,False,False
ij5,Li6PS5Cl0.5Br0.5,-2.4775557664936803,0.46153846153846156,6.0,1.8484615384615384,3.16,2.007142857142857,0.7743505343189221,1.248076923076923,1.82,0.42562372532032977,22.355635538461538,5.0,10.692307692307692,False,True,False,False,False
6jf,Li6PS5Br,-2.939302159646388,0.46153846153846156,6.0,1.8407692307692307,2.96,1.8071428571428572,0.8111005015832743,1.2538461538461538,1.82,0.44037638554621156,24.065289384615383,4.0,11.384615384615385,False,True,False,False,False
ymc,Li6PS5Br0.5I0.5,-4.581698708680254,0.46153846153846156,6.0,1.8292307692307692,2.96,1.8071428571428572,0.7743505343189221,1.2630769230769232,2.06,0.42562372532032977,25.872999769230766,5.0,12.076923076923077,False,True,False,False,False
ywe,Li6PS5I,-5.886056647693163,0.46153846153846156,6.0,1.8176923076923077,2.66,1.5071428571428573,0.7826990171702595,1.2723076923076921,2.06,0.46789469305280895,27.680710153846157,4.0,12.76923076923077,False,True,False,False,False
kgl,Li6PS5Cl0.75Br0.25,-2.6458915608525992,0.46153846153846156,6.0,1.8523076923076922,3.16,2.007142857142857,0.7743505343189221,1.2451923076923077,1.82,0.42562372532032977,21.500808615384617,5.0,10.346153846153847,False,True,False,False,False
vqj,Li6PS5Br0.75I0.25,-3.9507819773298185,0.46153846153846156,6.0,1.8349999999999997,2.96,1.8071428571428572,0.7743505343189221,1.2584615384615385,2.06,0.42562372532032977,24.969144576923075,5.0,11.73076923076923,False,True,False,False,False
h82,Li6PS5Br0.25I0.75,-5.3260580013659125,0.46153846153846156,6.0,1.8234615384615382,2.96,1.8071428571428572,0.7743505343189221,1.2676923076923077,2.06,0.42562372532032977,26.77685496153846,5.0,12.423076923076923,False,True,False,False,False
