id,composition,log_conductivity,family,space_group_num,a,b,c,alpha,beta,gamma,has_cif,source,split,doi
97b,Li0.9Sc0.9Zr0.1O2,-10.0,oxides,141.0,4.1804,4.1804,9.4186,90.0,90.0,90.0,True,obelix,train,10.2320/matertrans.y-m2016816
wyu,Li7La3Zr2O12,-5.787812395596042,garnet,142.0,13.134,13.134,12.663,90.0,90.0,90.0,True,obelix,train,10.1016/j.jssc.2009.05.020
019,LiTi2(PO4)3,-3.7931741239681513,NASICON,168.0,8.5112,8.5112,20.8479,90.0,90.0,120.0,True,obelix,train,10.1021/ic400577v
yqu,Li1.2Ti1.8Al0.2(PO4)3,-2.3169529617611504,NASICON,148.0,8.502,8.502,20.818,90.0,90.0,120.0,True,obelix,train,10.1021/ic400577v
95j,Li3AlH6,-6.853871964321762,hydrides,148.0,8.07117,8.07117,9.513,90.0,90.0,120.0,True,obelix,train,10.1063/1.3356981
0iv,Li4P2S6,-6.623423042943488,thio-phosphate,162.0,6.075,6.075,6.595,90.0,90.0,120.0,True,obelix,train,10.1016/j.ssi.2015.10.015
2ro,Li4P2S6,-9.795880017344077,thio-phosphate,162.0,6.0773,6.0773,6.5985,90.0,90.0,120.0,True,obelix,train,10.1021/acs.chemmater.6b04175
deu,Li4.4Al0.4Ge0.6S4,-4.366531544420414,sulfides,164.0,7.9496,7.9496,6.1566,90.0,90.0,120.0,True,obelix,train,10.1021/acs.chemmater.8b03175
usu,Li4.4Al0.4Sn0.6S4,-5.366531544420414,sulfides,164.0,8.0184,8.0184,6.2856,90.0,90.0,120.0,True,obelix,train,10.1021/acs.chemmater.8b03175
ur9,LiZr2(PO4)3,-9.0,NASICON,167.0,8.847,8.847,22.24,90.0,90.0,120.0,True,obelix,train,10.1016/0025-5408(86)90194-7
0o6,Li1.2Ti1.8Sc0.2(PO4)3,-4.000869458712629,,167.0,8.527,8.527,20.924,90.0,90.0,120.0,True,obelix,train,10.1021/acs.inorgchem.6b02274
a3l,LiHf2(PO4)3,-6.54821356447571,NASICON,167.0,8.824,8.824,22.04,90.0,90.0,120.0,False,obelix,train,10.1002/chin.199345017
4ba,LiGe2(PO4)3,-6.47755576649368,NASICON,167.0,8.287,8.287,20.475,90.0,90.0,120.0,True,obelix,train,10.1002/chin.199345017
qea,LiTi2(PO4)3,-5.698970004336019,NASICON,167.0,8.512,8.512,20.858,90.0,90.0,120.0,True,obelix,train,10.1149/1.2086597
ldx,LiGe2(PO4)3,-8.316052869248487,NASICON,167.0,8.27059,8.27059,20.4652,90.0,90.0,120.0,True,obelix,train,10.1021/acsami.8b00842
0fh,Li1.2Al0.2Ge1.8(PO4)3,-4.316052869248487,NASICON,167.0,8.2619,8.2619,20.5656,90.0,90.0,120.0,True,obelix,train,10.1021/acsami.8b00842
gw2,Li1.4Al0.4Ge1.6(PO4)3,-3.72584215073632,NASICON,167.0,8.25565,8.25565,20.6319,90.0,90.0,120.0,True,obelix,train,10.1021/acsami.8b00842
1xf,Li1.5Al0.5Ge1.5(PO4)3,-3.473660722610156,NASICON,167.0,8.25658,8.25658,20.6523,90.0,90.0,120.0,True,obelix,train,10.1021/acsami.8b00842
tjh,Li1.7Al0.7Ge1.3(PO4)3,-3.5783960731301687,NASICON,167.0,8.25247,8.25247,20.6936,90.0,90.0,120.0,True,obelix,train,10.1021/acsami.8b00842
8fn,Li1.8Al0.8Ge1.2(PO4)3,-3.863279432843593,NASICON,167.0,8.25004,8.25004,20.7062,90.0,90.0,120.0,True,obelix,train,10.1021/acsami.8b00842
mdj,Li1.2Ti2Si0.2P2.8O12,-4.0655015487564325,NASICON,167.0,8.518,8.518,20.848,90.0,90.0,120.0,False,obelix,train,10.1149/1.2086597
t1l,Li1.3Ti2Si0.3P2.7O12,-3.494850021680094,NASICON,167.0,8.52,8.52,20.862,90.0,90.0,120.0,False,obelix,train,10.1149/1.2086597
my9,Li1.2Al0.2Ti1.8(PO4)3,-3.2254830342714502,NASICON,167.0,8.5042,8.5042,20.8252,90.0,90.0,120.0,True,obelix,train,10.1149/1.2086597
9s4,Li1.3Al0.3Ti1.7(PO4)3,-3.141462802430361,NASICON,167.0,8.5004,8.5004,20.8156,90.0,90.0,120.0,True,obelix,train,10.1149/1.2086597
iqt,Li1.4Al0.4Ti1.6(PO4)3,-3.4111682744057927,NASICON,167.0,8.4955,8.4955,20.7992,90.0,90.0,120.0,True,obelix,train,10.1149/1.2086597
xa0,Li1.5Al0.5Ti1.5(PO4)3,-3.605548319173784,NASICON,167.0,8.4935,8.4935,20.7994,90.0,90.0,120.0,True,obelix,train,10.1149/1.2086597
f4x,Li1.2Cr0.2Ti1.8(PO4)3,-4.739928612014925,NASICON,167.0,8.5189,8.5189,20.8643,90.0,90.0,120.0,False,obelix,train,10.1149/1.2086597
txm,Li1.3Cr0.3Ti1.7(PO4)3,-4.454692883534176,NASICON,167.0,8.5203,8.5203,20.8702,90.0,90.0,120.0,False,obelix,train,10.1149/1.2086597
v1t,Li1.4Cr0.4Ti1.6(PO4)3,-3.826813731587726,NASICON,167.0,8.522,8.522,20.88,90.0,90.0,120.0,False,obelix,train,10.1149/1.2086597
d6b,Li1.5Cr0.5Ti1.5(PO4)3,-3.413412695328245,NASICON,167.0,8.5218,8.5218,20.8829,90.0,90.0,120.0,False,obelix,train,10.1149/1.2086597
x9a,Li1.2Ga0.2Ti1.8(PO4)3,-3.790484985457369,NASICON,167.0,8.5156,8.5156,20.8451,90.0,90.0,120.0,False,obelix,train,10.1149/1.2086597
3ta,Li1.3Ga0.3Ti1.7(PO4)3,-3.583359492661719,NASICON,167.0,8.5175,8.5175,20.8541,90.0,90.0,120.0,False,obelix,train,10.1149/1.2086597
gjy,Li1.4Ga0.4Ti1.6(PO4)3,-3.892790030352132,NASICON,167.0,8.5136,8.5136,20.8588,90.0,90.0,120.0,False,obelix,train,10.1149/1.2086597
lz8,Li1.5Ga0.5Ti1.5(PO4)3,-3.913640169325252,NASICON,167.0,8.5159,8.5159,20.8419,90.0,90.0,120.0,False,obelix,train,10.1149/1.2086597
6st,Li1.2Fe0.2Ti1.8(PO4)3,-3.744727494896694,NASICON,167.0,8.5213,8.5213,20.8648,90.0,90.0,120.0,False,obelix,train,10.1149/1.2086597
t9r,Li1.3Fe0.3Ti1.7(PO4)3,-3.6090648928966207,NASICON,167.0,8.5262,8.5262,20.865,90.0,90.0,120.0,False,obelix,train,10.1149/1.2086597
xr7,Li1.4Fe0.4Ti1.6(PO4)3,-3.406713932979543,NASICON,167.0,8.5301,8.5301,20.8889,90.0,90.0,120.0,False,obelix,train,10.1149/1.2086597
pg8,Li1.5Fe0.5Ti1.5(PO4)3,-3.7594507517174,NASICON,167.0,8.5367,8.5367,20.8932,90.0,90.0,120.0,True,obelix,train,10.1149/1.2086597
1wm,Li1.2Sc0.2Ti1.8(PO4)3,-3.161150909262745,NASICON,167.0,8.5482,8.5482,20.9418,90.0,90.0,120.0,False,obelix,train,10.1149/1.2086597
do2,Li1.3Sc0.3Ti1.7(PO4)3,-3.153044674980176,NASICON,167.0,8.5645,8.5645,20.985,90.0,90.0,120.0,False,obelix,train,10.1149/1.2086597
uaj,Li1.4Sc0.4Ti1.6(PO4)3,-3.288192770958809,NASICON,167.0,8.5651,8.5651,20.9948,90.0,90.0,120.0,False,obelix,train,10.1149/1.2086597
5u3,Li1.2In0.2Ti1.8(PO4)3,-3.408935392973501,NASICON,167.0,8.544,8.544,20.948,90.0,90.0,120.0,False,obelix,train,10.1149/1.2086597
2eq,Li1.3In0.3Ti1.7(PO4)3,-3.4056074496245734,NASICON,167.0,8.5495,8.5495,20.9586,90.0,90.0,120.0,False,obelix,train,10.1149/1.2086597
yn6,Li1.4In0.4Ti1.6(PO4)3,-3.519993057042849,NASICON,167.0,8.5626,8.5626,21.0066,90.0,90.0,120.0,False,obelix,train,10.1149/1.2086597
8jy,Li1.5In0.5Ti1.5(PO4)3,-3.690369832574101,NASICON,167.0,8.5695,8.5695,21.0089,90.0,90.0,120.0,False,obelix,train,10.1149/1.2086597
p4l,Li1.2La0.2Ti1.8(PO4)3,-4.096910013008056,NASICON,167.0,8.5117,8.5117,20.8537,90.0,90.0,120.0,False,obelix,train,10.1149/1.2086597
qkr,Li1.3La0.3Ti1.7(PO4)3,-3.281498311132726,NASICON,167.0,8.5119,8.5119,20.8513,90.0,90.0,120.0,False,obelix,train,10.1149/1.2086597
e0z,Li1.4La0.4Ti1.6(PO4)3,-3.3027706572402824,NASICON,167.0,8.5108,8.5108,20.8492,90.0,90.0,120.0,False,obelix,train,10.1149/1.2086597
vus,Li1.5La0.5Ti1.5(PO4)3,-3.55129368009492,NASICON,167.0,8.5218,8.5218,20.8621,90.0,90.0,120.0,False,obelix,train,10.1149/1.2086597
h7r,Li(Ti1.4Sn0.6)(PO4)3,-4.642065152999546,NASICON,167.0,8.5491,8.5491,21.0473,90.0,90.0,120.0,True,obelix,train,10.1016/j.physb.2011.11.006
9ky,Li(Ti0.6Sn1.4)(PO4)3,-5.025949097207123,NASICON,167.0,8.5983,8.5983,21.2868,90.0,90.0,120.0,True,obelix,train,10.1016/j.physb.2011.11.006
4ea,Li(Ti0.4Sn1.6)(PO4)3,-5.501689446210399,NASICON,167.0,8.6121,8.6121,21.3574,90.0,90.0,120.0,True,obelix,train,10.1016/j.physb.2011.11.006
z7n,Li0.86Hf2.035(PO4)3,-7.036212172654444,NASICON,167.0,8.8306,8.8306,22.027,90.0,90.0,120.0,True,obelix,train,10.1021/cm970078n
7kf,Li1.7Al0.3Ti1.6(PO4)3,-2.913640169325252,NASICON,167.0,8.46,8.46,20.69,90.0,90.0,120.0,False,obelix,train,10.1016/s0167-2738(00)00493-8
i8k,Li1.2In0.2Ti1.8(PO4)3,-4.0851281824599495,NASICON,167.0,8.55,8.55,20.96,90.0,90.0,120.0,False,obelix,train,10.1021/cm030422i
hzf,Li1.3Al0.2Sc0.1Ti1.7(PO4)3,-3.0123337350737254,NASICON,167.0,8.5169,8.5169,20.916,90.0,90.0,120.0,False,obelix,train,10.1016/j.ssi.2012.03.045
x61,Li1.3Al0.15Sc0.15Ti1.7(PO4)3,-2.906578314837765,NASICON,167.0,8.5244,8.5244,20.9553,90.0,90.0,120.0,False,obelix,train,10.1016/j.ssi.2012.03.045
czo,Li1.3Al0.1Sc0.2Ti1.7(PO4)3,-3.3675427078152755,NASICON,167.0,8.5322,8.5322,21.0039,90.0,90.0,120.0,False,obelix,train,10.1016/j.ssi.2012.03.045
o8s,Li1.3Sc0.3Ti1.7(PO4)3,-3.344861565188618,NASICON,167.0,8.5529,8.5529,21.058,90.0,90.0,120.0,False,obelix,train,10.1016/j.ssi.2012.03.045
lap,Li1.3Al0.3Ti1.7(PO4)3,-2.9469215565165805,NASICON,167.0,8.5012,8.5012,20.8416,90.0,90.0,120.0,True,obelix,train,10.1016/j.ssi.2012.03.045
yp3,LiTi2(PO4)3,-4.221848749616356,NASICON,167.0,8.5087,8.5087,20.9089,90.0,90.0,120.0,True,obelix,train,10.1016/j.ssi.2014.07.018
tzl,Li1.05Al0.05Ti1.95(PO4)3,-2.958607314841775,NASICON,167.0,8.5066,8.5066,20.9085,90.0,90.0,120.0,False,obelix,train,10.1016/j.ssi.2014.07.018
hyj,Li1.1Al0.1Ti1.9(PO4)3,-3.1739251972991736,NASICON,167.0,8.5068,8.5068,20.8905,90.0,90.0,120.0,False,obelix,train,10.1016/j.ssi.2014.07.018
mg4,Li1.3Al0.3Ti1.7(PO4)3,-2.207608310501746,NASICON,167.0,8.4941,8.4941,20.8586,90.0,90.0,120.0,True,obelix,train,10.1016/j.ssi.2014.07.018
50s,Li1.4Al0.4Ti1.6(PO4)3,-2.4814860601221125,NASICON,167.0,8.4882,8.4882,20.8571,90.0,90.0,120.0,False,obelix,train,10.1016/j.ssi.2014.07.018
d4q,Li1.05Cr0.05Ti1.95(PO4)3,-3.744727494896694,NASICON,167.0,8.5093,8.5093,20.915,90.0,90.0,120.0,False,obelix,train,10.1016/j.ssi.2014.07.018
6he,Li1.1Cr0.1Ti1.9(PO4)3,-3.5850266520291822,NASICON,167.0,8.5126,8.5126,20.9212,90.0,90.0,120.0,False,obelix,train,10.1016/j.ssi.2014.07.018
pwy,Li1.2Cr0.2Ti1.8(PO4)3,-3.3665315444204134,NASICON,167.0,8.5132,8.5132,20.9271,90.0,90.0,120.0,False,obelix,train,10.1016/j.ssi.2014.07.018
y9l,Li1.3Cr0.3Ti1.7(PO4)3,-3.537602002101044,NASICON,167.0,8.5183,8.5183,20.9177,90.0,90.0,120.0,False,obelix,train,10.1016/j.ssi.2014.07.018
rc1,Li1.05Fe0.05Ti1.95(PO4)3,-3.886056647693163,NASICON,167.0,8.5125,8.5125,20.8871,90.0,90.0,120.0,False,obelix,train,10.1016/j.ssi.2014.07.018
lzt,Li1.1Fe0.1Ti1.9(PO4)3,-3.2006594505464183,NASICON,167.0,8.5137,8.5137,20.8822,90.0,90.0,120.0,False,obelix,train,10.1016/j.ssi.2014.07.018
kbp,Li1.2Fe0.2Ti1.8(PO4)3,-2.853871964321762,NASICON,167.0,8.5213,8.5213,20.9211,90.0,90.0,120.0,False,obelix,train,10.1016/j.ssi.2014.07.018
b9u,Li1.3Fe0.3Ti1.7(PO4)3,-2.638272163982407,NASICON,167.0,8.5239,8.5239,20.9215,90.0,90.0,120.0,False,obelix,train,10.1016/j.ssi.2014.07.018
3uq,Li1.3Al0.3Ge1.7(PO4)3,-4.084072788302884,NASICON,167.0,8.26189,8.26189,20.5646,90.0,90.0,120.0,True,obelix,train,10.1021/acsami.8b00842
1dm,Li1.6Al0.6Ge1.4(PO4)3,-3.5466816599529625,NASICON,167.0,8.2526,8.2526,20.6831,90.0,90.0,120.0,True,obelix,train,10.1021/acsami.8b00842
rg6,Li1.4Al0.4Ti1.6 (PO4)3,-2.4710832997223453,NASICON,167.0,8.4975,8.4975,20.7921,90.0,90.0,120.0,False,obelix,train,10.1016/j.jeurceramsoc.2014.11.023
ed4,Li1.2Al0.2Ge1.8(PO4)3,-4.100179497572904,NASICON,167.0,8.283,8.283,20.471,90.0,90.0,120.0,False,obelix,train,10.1016/j.jeurceramsoc.2014.11.023
vg0,Li1.5Al0.5Ge1.5(PO4)3,-3.721246399047171,NASICON,167.0,8.2828,8.2828,20.5014,90.0,90.0,120.0,True,obelix,train,10.1016/j.jeurceramsoc.2014.11.023
z9y,Li1.2Al0.2Ti1.8(PO4)3,-2.4710832997223453,NASICON,167.0,8.502,8.502,20.818,90.0,90.0,120.0,True,obelix,train,10.1016/j.jeurceramsoc.2014.11.023
w3n,Li1.4Al0.4Ti1.6(PO4)3,-2.9507819773298185,NASICON,167.0,8.503,8.503,20.847,90.0,90.0,120.0,False,obelix,train,10.1016/j.materresbull.2007.08.007
ym6,Li1.3Al0.3Ti1.7(PO4)3,-2.91721462968355,NASICON,167.0,8.5033,8.5033,20.8312,90.0,90.0,120.0,True,obelix,train,10.1016/j.ssi.2014.07.018|10.1016/j.ssi.2016.07.010
nng,Li1.6Al0.6Ge0.8Ti0.6(PO4)3,-3.154901959985743,NASICON,167.0,8.383,8.383,20.637,90.0,90.0,120.0,False,obelix,train,10.1021/cm021717j
qno,LiTi2(PO4)3,-6.416801226031377,NASICON,167.0,8.509,8.509,20.853,90.0,90.0,120.0,True,obelix,train,10.1021/jp973296c
oxc,Li1.4Al0.4Ti1.6(PO4)3,-2.2494916051486538,NASICON,167.0,8.5,8.5,20.81,90.0,90.0,120.0,False,obelix,train,10.1039/c5ta08545d
dq4,Li1.3Al0.1Sc0.2Ti1.7(PO4)3,-3.370590400897281,NASICON,167.0,8.5244,8.5244,20.925,90.0,90.0,120.0,False,obelix,train,10.1007/s10008-012-1780-x
0fa,Li1.3Al0.2Sc0.1Ti1.7(PO4)3,-3.570247719997592,NASICON,167.0,8.5216,8.5216,20.917,90.0,90.0,120.0,False,obelix,train,10.1007/s10008-012-1780-x
rr5,LiTi2(PO4)3,-4.142667503568732,NASICON,167.0,8.5135,8.5135,20.8705,90.0,90.0,120.0,True,obelix,train,10.1007/s11164-013-1348-0
6j9,Li1.15Fe0.15Ti1.85(PO4)3,-3.282329496997738,NASICON,167.0,8.5188,8.5188,20.8472,90.0,90.0,120.0,False,obelix,train,10.1007/s11164-013-1348-0
0x9,Li1.2Sc0.2Ti1.8(PO4)3,-3.6090648928966207,NASICON,167.0,8.536,8.536,20.922,90.0,90.0,120.0,False,obelix,train,10.1016/0167-2738(86)90179-7
iwe,Li1.3Sc0.3Ti1.7(PO4)3,-3.39040559077478,NASICON,167.0,8.559,8.559,20.964,90.0,90.0,120.0,False,obelix,train,10.1016/0167-2738(86)90179-7
ib2,Li1.1Sc0.1Ti1.9(PO4)3,-3.801342913045578,NASICON,167.0,8.522,8.522,20.889,90.0,90.0,120.0,False,obelix,train,10.1016/0167-2738(86)90179-7
ppz,Li1.3In0.3Hf1.7(PO4)3,-5.0,NASICON,167.0,8.82,8.82,21.933,90.0,90.0,120.0,False,obelix,train,10.1016/0167-2738(86)90179-7
ci1,LiTi0.2Zr1.8(PO4)3,-7.251811972993799,NASICON,167.0,8.828,8.828,21.978,90.0,90.0,120.0,False,obelix,train,10.1016/0167-2738(86)90179-7
08e,LiTi1.8Zr0.2(PO4)3,-7.070581074285707,NASICON,167.0,8.54,8.54,20.985,90.0,90.0,120.0,False,obelix,train,10.1016/0167-2738(86)90179-7
xkh,LiTi0.1Zr1.9(PO4)3,-7.494850021680094,NASICON,167.0,8.845,8.845,22.057,90.0,90.0,120.0,False,obelix,train,10.1016/0167-2738(86)90179-7
wng,Li1.2In0.2Hf1.8(PO4)3,-5.3979400086720375,NASICON,167.0,8.815,8.815,21.954,90.0,90.0,120.0,False,obelix,train,10.1016/0167-2738(86)90179-7
ncr,LiHf2(PO4)3,-6.164309428507575,NASICON,167.0,8.809,8.809,21.98,90.0,90.0,120.0,False,obelix,train,10.1016/0167-2738(93)90387-i
dx2,Li1.1Fe0.1Hf1.9(PO4)3,-3.9706162223147903,NASICON,167.0,8.822,8.822,21.997,90.0,90.0,120.0,False,obelix,train,10.1016/0167-2738(93)90387-i
6xc,Li1.1In0.1Hf1.9(PO4)3,-4.289882634888183,NASICON,167.0,8.831,8.831,22.036,90.0,90.0,120.0,False,obelix,train,10.1016/0167-2738(93)90387-i
21m,Li1.1Lu0.1Hf1.9(PO4)3,-4.230622673923862,NASICON,167.0,8.839,8.839,22.046,90.0,90.0,120.0,False,obelix,train,10.1016/0167-2738(93)90387-i
4k1,Li1.1Sc0.1Hf1.9(PO4)3,-4.610833915635467,NASICON,167.0,8.837,8.837,21.965,90.0,90.0,120.0,False,obelix,train,10.1016/0167-2738(93)90387-i
gzp,Li1.2Lu0.2Hf1.8(PO4)3,-4.009217308196862,NASICON,167.0,8.836,8.836,21.997,90.0,90.0,120.0,False,obelix,train,10.1016/0167-2738(93)90387-i
lh8,Li1.3Cr0.3Hf1.7(PO4)3,-6.279014255846261,NASICON,167.0,8.798,8.798,21.929,90.0,90.0,120.0,False,obelix,train,10.1016/0167-2738(93)90387-i
ew5,Li1.3Fe0.3Hf1.7(PO4)3,-4.267606240177032,NASICON,167.0,8.809,8.809,21.889,90.0,90.0,120.0,False,obelix,train,10.1016/0167-2738(93)90387-i
9l3,Li1.3In0.3Hf1.7(PO4)3,-3.8477116556169433,NASICON,167.0,8.84,8.84,21.995,90.0,90.0,120.0,False,obelix,train,10.1016/0167-2738(93)90387-i
jdk,Li1.3Lu0.3Hf1.7(PO4)3,-4.448550002027125,NASICON,167.0,8.843,8.843,21.995,90.0,90.0,120.0,False,obelix,train,10.1016/0167-2738(93)90387-i
h8a,Li1.3Sc0.3Hf1.7(PO4)3,-4.079876673709276,NASICON,167.0,8.857,8.857,21.995,90.0,90.0,120.0,False,obelix,train,10.1016/0167-2738(93)90387-i
jq7,Li1.3Y0.3Hf1.7(PO4)3,-4.496209316942819,NASICON,167.0,8.835,8.835,21.957,90.0,90.0,120.0,False,obelix,train,10.1016/0167-2738(93)90387-i
ylt,Li1.4In0.4Hf1.6(PO4)3,-3.8477116556169433,NASICON,167.0,8.836,8.836,21.926,90.0,90.0,120.0,False,obelix,train,10.1016/0167-2738(93)90387-i
gnq,Li1.4Lu0.4Hf1.6(PO4)3,-4.686132779630847,NASICON,167.0,8.877,8.877,21.946,90.0,90.0,120.0,False,obelix,train,10.1016/0167-2738(93)90387-i
sso,Li1.4Y0.4Hf1.6(PO4)3,-4.679853713888946,NASICON,167.0,8.863,8.863,21.91,90.0,90.0,120.0,False,obelix,train,10.1016/0167-2738(93)90387-i
lpx,Li1.15Y0.15Zr1.85(PO4)3,-4.1487416512809245,NASICON,167.0,8.8727,8.8727,22.1578,90.0,90.0,120.0,True,obelix,train,10.1016/j.jpowsour.2013.03.175
f7p,Li1.3Al0.2Y0.1Ti1.7(PO4)3,-3.9208187539523753,NASICON,167.0,8.5054,8.5054,20.8247,90.0,90.0,120.0,False,obelix,train,10.1016/j.ssi.2012.05.011
l8t,Li1.3Al0.1Y0.2Ti1.7(PO4)3,-4.136677139879544,NASICON,167.0,8.5109,8.5109,20.8372,90.0,90.0,120.0,False,obelix,train,10.1016/j.ssi.2012.05.011
3tt,Li1.3Al0.15Y0.15Ti1.7(PO4)3,-4.721246399047171,NASICON,167.0,8.5069,8.5069,20.8226,90.0,90.0,120.0,False,obelix,train,10.1016/j.ssi.2012.05.011
za6,Li1.1Al0.1Ge1.9(PO4)3,-5.537602002101044,NASICON,167.0,8.262,8.262,20.44,90.0,90.0,120.0,False,obelix,train,10.1016/s0955-2219(99)00055-2
ag1,Li1.3Al0.3Ge1.7(PO4)3,-4.4089353929735005,NASICON,167.0,8.274,8.274,20.53,90.0,90.0,120.0,False,obelix,train,10.1016/s0955-2219(99)00055-2
u5t,Li1.5Al0.5Ge1.5(PO4)3,-3.552841968657781,NASICON,167.0,8.25,8.25,20.56,90.0,90.0,120.0,False,obelix,train,10.1016/s0955-2219(99)00055-2
0y6,Li1.6Al0.6Ge1.4(PO4)3,-3.853871964321762,NASICON,167.0,8.265,8.265,20.64,90.0,90.0,120.0,False,obelix,train,10.1016/s0955-2219(99)00055-2
yq2,Li1.1Al0.1Ti1.9(PO4)3,-4.522878745280337,NASICON,167.0,8.508,8.508,20.855,90.0,90.0,120.0,True,obelix,train,10.1016/s0955-2219(99)00055-2
kab,Li1.3Al0.3Ti1.7(PO4)3,-4.425968732272281,NASICON,167.0,8.498,8.498,20.896,90.0,90.0,120.0,True,obelix,train,10.1016/S0955-2219(99)00055-2
tp2,Li1.6Al0.6Ti1.4(PO4)3,-4.638272163982407,NASICON,167.0,8.479,8.479,20.981,90.0,90.0,120.0,False,obelix,train,10.1016/s0955-2219(99)00055-2
nf0,Li1.5Al0.5Ti1.5(PO4)3,-4.958607314841775,NASICON,167.0,8.485,8.485,20.79,90.0,90.0,120.0,False,obelix,train,10.1021/cm010528i
fkt,Li1.2La0.2Ti1.8(PO4)3,-3.277366077466188,NASICON,167.0,8.511,8.511,20.853,90.0,90.0,120.0,False,obelix,train,10.1149/1.2096693
ctg,Li1.3La0.3Ti1.7(PO4)3,-3.277366077466188,NASICON,167.0,8.512,8.512,20.854,90.0,90.0,120.0,False,obelix,train,10.1149/1.2096693
4t5,LiCrSb(PO4)3,-9.447331783887806,NASICON,167.0,8.38,8.38,21.46,90.0,90.0,120.0,False,obelix,train,10.1063/1.2357843
smk,LiAlSb(PO4)3,-7.498940737782249,NASICON,167.0,8.24,8.24,21.13,90.0,90.0,120.0,False,obelix,train,10.1063/1.2357843
vtr,LiFeSb(PO4)3,-5.863279432843593,NASICON,167.0,8.44,8.44,21.48,90.0,90.0,120.0,False,obelix,train,10.1063/1.2357843
dc8,Li9Mg3(PO4)4F3,-10.0,fluorophosphates,173.0,12.6159,12.6159,5.0082,90.0,90.0,120.0,True,obelix,train,10.1039/c3ta15264b
hai,Pb6.12Ca1.9Li1.96(PO4)6,-10.0,phosphates,176.0,9.679,9.679,7.113,90.0,90.0,120.0,True,obelix,train,10.1006/jssc.2002.9596
tvf,Li3(NH2)2I,-5.0,hydrides,186.0,7.09109,7.09109,11.50958,90.0,90.0,120.0,True,obelix,train,10.1021/cm1006857
u8r,Ba3LiTa5ZrSi4O26,-10.0,oxides,189.0,9.0495,9.0495,7.8198,90.0,90.0,120.0,True,obelix,train,10.1016/j.ssi.2015.08.011
gvd,Li3N,-3.2390500485891027,nitrides,191.0,3.648,3.648,3.875,90.0,90.0,120.0,True,obelix,train,10.1039/c0ee00052c
uex,Fe2Na2K(Li3Si12O30),-10.0,sugilites,192.0,10.0617,10.0617,14.0832,90.0,90.0,120.0,True,obelix,train,10.1016/j.jssc.2018.05.008
11b,Li3P,-3.153044674980176,phosphates,194.0,4.273,4.273,7.594,90.0,90.0,120.0,True,obelix,train,10.1016/0167-2738(89)90438-4
fft,Li3N,-3.680893940690224,nitrides,194.0,3.552,3.552,6.311,90.0,90.0,120.0,True,obelix,train,10.1016/0167-2738(83)90045-0
lf5,Li6BaLa2Nb2O12,-5.221848749616356,garnet,199.0,12.86,12.86,12.86,90.0,90.0,90.0,False,obelix,train,10.1111/j.1551-2916.2005.00060.x
68u,Li5La3Nb2O12,-5.096910013008056,garnet,199.0,12.762,12.762,12.762,90.0,90.0,90.0,True,obelix,train,10.1111/j.1551-2916.2005.00060.x
gyw,Li6SrLa2Ta2O12,-5.376750709602099,garnet,199.0,12.811,12.811,12.811,90.0,90.0,90.0,False,obelix,train,10.1111/j.1551-2916.2005.00060.x
0v9,Li5.5La3Nb1.75In0.25O12 ,-4.619788758288394,garnet,199.0,12.821,12.821,12.821,90.0,90.0,90.0,False,obelix,train,10.1016/j.jssc.2005.12.025
qtc,Li5.5La2.75K0.25Nb2O12 ,-4.97469413473523,garnet,199.0,12.7937,12.7937,12.7937,90.0,90.0,90.0,False,obelix,train,10.1016/j.jssc.2005.12.025
vy5,(K0.1Li0.9)(SbO3),-7.866461091629782,oxides,201.0,9.681,9.681,9.681,90.0,90.0,90.0,True,obelix,train,10.1016/0167-2738(81)90178-8
rwr,Li8GeP4,-4.7447274948966935,phosphates,205.0,11.80203,11.80203,11.80203,90.0,90.0,90.0,True,obelix,train,10.1021/acs.chemmater.8b02759
pql,Li8SiP4,-4.346787486224656,phosphates,205.0,11.70737,11.70737,11.70737,90.0,90.0,90.0,True,obelix,train,10.1021/acs.chemmater.8b02759
dl7,Li2MgTi3O8,-10.0,oxides,212.0,8.3774,8.3774,8.3774,90.0,90.0,90.0,True,obelix,train,10.1039/a800234g
i12,Li2CoTi3O8,-10.0,oxides,212.0,8.3766,8.3766,8.3766,90.0,90.0,90.0,True,obelix,train,10.1039/a800234g
aui,Li2CoGe3O8,-10.0,oxides,212.0,8.2098,8.2098,8.2098,90.0,90.0,90.0,True,obelix,train,10.1039/a800234g
mfs,Li2ZnGe3O8,-10.0,oxides,212.0,8.1961,8.1961,8.1961,90.0,90.0,90.0,True,obelix,train,10.1039/a800234g
jl4,(Li0.61Mg0.39)(Li0.46Mg0.005Ti0.035)Ti1.5O4,-9.18309616062434,oxides,212.0,8.3792,8.3792,8.3792,90.0,90.0,90.0,True,obelix,train,10.1016/j.ssi.2010.06.003
jkq,(Li0.55Mg0.45)(Li0.445Mg0.055)Ti1.5O4,-10.8153085691824,oxides,212.0,8.3806,8.3806,8.3806,90.0,90.0,90.0,True,obelix,train,10.1016/j.ssi.2010.06.003
yav,Li2VCl4,-5.158015195409886,cholorides,216.0,10.377,10.377,10.377,90.0,90.0,90.0,True,obelix,train,10.1016/0167-2738(83)90223-0
9yt,Li6PS5Cl0.25Br0.75,-2.7304870557820835,argyrodites,216.0,9.953,9.953,9.953,90.0,90.0,90.0,True,obelix,train,10.1021/jacs.7b06327
